"Title","Content"
"Biden ametoa amri ya kuzuia kampuni ya madini kumiliki ardhi huko Wyoming","Rais Joe Biden Jumatatu alitoa amri ya kuzuia kampuni ya madini ya cryptocurrency inayoungwa mkono na China kumiliki ardhi karibu eneo la kituo cha nyuklia huko Wyoming.

Amri hiyo inalazimisha mgawanyiko wa mali inayoendeshwa kama kituo cha madini ya crypto karibu na Kambi ya Jeshi la Anga la Francis E. Warren. Pia inalazimisha kuondolewa kwa vifaa fulani vinavyomilikiwa na MineOne Partners Ltd, kampuni ambayo kwa sehemu inamilikiwa na serikali ya China.

Haya yanajiri wakati Marekani ikitarajiwa Jumanne kutoa ushuru mkubwa kwa magari ya umeme, vifaa vya nishati ya jua na vifaa vya matibabu vilivyoagizwa kutoka China, kulingana na afisa wa Marekani na mtu mwingine anayefahamu mpango huo.

Amri hiyo ya mgawanyo ilitolewa kwa ushirikiano na Kamati ya Marekani ya Uwekezaji wa Nje nchini Marekani, haifahamiki sana lakini ina nguvu iliyopewa jukumu la kuchunguza mikataba ya kampuni inayotia wasiwasi wa usalama wa kitaifa ambapo ina nguvu ya kuilazimisha kampuni hiyo kufanya mabadiliko."
"EU imeelezea wasiwasi kuhusu vurugu za baada ya uchaguzi wa Chad","Umoja wa Ulaya umeelezea wasiwasi kuhusu vurugu za baada ya uchaguzi nchini Chad, siku nne baada ya ushindi katika uchaguzi wa rais wa kiongozi wa kijeshi Jenerali Mahamat Idriss Deby Itno.

Baada ya matokeo kutangazwa siku ya Alhamisi, wanajeshi walifyatua risasi hewani katika mji mkuu wa Chad, N'Djamena, katika sherehe na kuwazuia waandamanaji, waandishi wa habari wa AFP waliripoti.

Vyombo vya habari vya Chad vimeripoti kuwa kuna vifo kadhaa vilivyotokea pamoja na majeruhi kutokana na “shangwe za furaha”, lakini serikali ilikataa kutoa idadi hiyo na kuzizuia hospitali kufanya hivyo, ikieleza ni kuheshimu usiri katika matibabu.

Wafuasi wa Deby walifyatua risasi hewani katika sherehe karibu na makazi ya rais. Takriban vijana wawili walijeruhiwa kwa kupigwa risasi, kulingana na mwandishi wa habari wa AFP."
"Marekani na Pakistan zimehitimisha mazungumzo ya kupambana na ugaidi","Marekani na Pakistan zimehitimisha mazungumzo yao ya hivi karibuni ya kupambana na ugaidi na kukubaliana kuimarisha ushirikiano wao katika mapambano dhidi ya makundi ya kigaidi kama vile Pakistan Taliban, na mshirika wa kikanda Islamic State.

Washington na Islamabad walitoa taarifa ya pamoja wakati huo huo Jumatatu, wakisema mazungumzo ya nchi mbili ya Mei 10 yaliyoandaliwa na Marekani yalijikita katika kukabiliana na changamoto kubwa zaidi kwa usalama wa kikanda na ulimwengu.

Mkutano huo umekuja wakati kukiwa na ongezeko la ugaidi nchini Pakistan, na kusababisha vifo vya mamia ya watu, ikiwemo vikosi vya usalama. Ghasia hizo zinadaiwa kufanywa na kundi la Tehrik-i-Taliban Pakistan (TTP), linalojulikana kama Pakistan Taliban, ambao wanaaminika kufanya kazi kutoka katika maeneo ya hifadhi katika nchi jirani ya Afghanistan.

“Pakistan na Marekani zinatambua kuwa ushirikiano wa kupambana na ISIS-Khorasan, TTP, na taasisi zingine za kigaidi utaendeleza usalama katika kanda hiyo na kutumika kama mfano wa ushirikiano wa nchi mbili na kikanda kushughulikia vitisho vya ugaidi vya kimataifa”, taarifa hiyo ilieleza."
"Watu watatu wamefikishwa mahakama ya London kwa kusaidia ujasusi","Watu watatu walifikishwa katika mahakama ya London Jumatatu baada ya kushtakiwa kwa kuisaidia idara ya ujasusi ya Hong Kong. Chung Biu Yuen mwenye miaka 63, Peter Wai mwenye miaka 38, na Matthew Trickett mwenye miaka 37, waliachiliwa kwa dhamana baada ya kesi kusikilizwa kwa muda mfupi katika Mahakama ya Westminster.

Washukiwa hao watatu, wote kutoka kusini mashariki mwa Uingereza walikamatwa mapema mwezi huu na kushtakiwa kwa uingiliaji wa kigeni na kuisaidia idara ya ujasusi ya kigeni, walikiuka sheria ya usalama wa taifa ya Uingereza, polisi walisema Jumatatu.

Sheria hiyo ya usalama ambayo ilipitishwa mwaka jana, inaruhusu polisi kuwakamata washukiwa katika kesi za usalama wa taifa na uhaini bila kibali. Serikali ya Uingereza imesema sheria hiyo inalinda taifa dhidi ya “tishio la vitendo vya uhasama kutoka kwa mataifa yanayolenga demokrasia, uchumi na maadili ya Uingereza”."
"Misaada ya kibinadamu inapungua Gaza; anasema Naibu msemaji wa UN","Misaada ya kibinadamu inapungua Gaza wakati vivuko viwili vikuu karibu na Rafah, kusini mwa Gaza City, bado vimefungwa Jumatatu na wafanyakazi wa misaada walitaabika kusambaza vifaa vichache, pamoja na chakula kwa maelfu ya Wapalestina walioachwa bila makaazi.

Naibu msemaji wa Umoja wa Mataifa Farhan Haq alisema wakati wa mkutano na waandishi wa habari hapo Jumatatu kwamba usambazaji wa misaada ya kibinadamu katika eneo hilo umesitishwa.

“Bado hakuna usafirishaji wa bidhaa za kibinadamu zinazopitia kwenye kivuko cha Rafah, ambacho kimefungwa”, alisema. “Na bado kuna ukosefu wa usalama na unaofaa kwa njia ya Kerem Shalom.

Tunajaribu kupata vitu, ikiwemo kupitia kivuko cha Erez, lakini kiasi cha vitu vinavyosafirishwa imekuwa kidogo sana katika siku za hivi karibuni”. Aliongeza “Katika hatua hii tunatoa mgao wa mafuta. Tumepungukiwa sana na mafuta."
"Michael Cohen ameeleza kilichojiri 2016 kuhusu malipo ya siri kwa Stormy Daniels","Muwekaji sawa masuala ya kisiasa wa Donald Trump, Michael Cohen, alitoa ushahidi Jumatatu kwamba mgombea urais wa Marekani alimuamuru afanye malipo ya siri la dola 130,000 ili kumnyamazisha nyota wa filamu za ngono Stormy Daniels mwaka 2016 siku chache kabla ya uchaguzi.

Cohen alisema malipo yalikuwa kumzuia Daniels kutozungumza kuhusu mahusiano yake na Trump, na halafu Trump alimlipa Cohen akijidai kuwa ujira wake kwa shughuli zake za kisheria. Cohen alitumia saa kadhaa kizambani kutoa ushahidi kwenye mahakama ya New York dhidi ya mkuu wake wa zamani katika kesi ya kwanza ya uhalifu kuwahi kufanyika kwa Rais wa Marekani.

Trump anashutumiwa kwa makosa 34 kwa kugushi rekodi zake za biashara katika taasisi yake ya Trump inayohusika na biashara ya majumba ili kuonyesha kama malipo kwa Cohen ya mwaka 2017 yalikuwa kwa kazi yake ya kisheria badala ya malipo kwa kumnyamazisha Daniels.

Cohen alimkariri Trump akisema “ Hakuna sababu ya kuyaweka haya mambo hadharani fanya unavyoweza,” kwahiyo alinieleza mimi ‘nifanye ninachoweza.’ Cohen alisema kwamba baada yay eye na afisa mkuu wa masuala ya fedha wa taasisi ya Trump, Allen Weisselberg walibuni mpango wa jinsi ya kumlipa Daniels na kwamba Cohen baadaye atalipwa, walimueleza Trump na yeye alijibu “Vizuri.’"
"Rwanda yapuuzilia mbali madai ya Burundi kwamba iliwapa silaha kundi la waasi","Rwanda siku ya Jumapili ilipuuzilia mbali madai ya Burundi kwamba iliwapa silaha kundi la waasi linaloshutumiwa kwa milipuko ya guruneti na kujeruhi watu kadhaa, na kuzidisha uhusiano mbaya kati ya majirani hao wa Afrika Mashariki.

Takriban watu 38 walijeruhiwa katika shambulio la siku ya Ijumaa mjini Bujumbura, wizara ya mambo ya ndani ya Burundi ilisema, ikitoa lawama kwa waasi wa RED-Tabara.

Gitega alisema Kigali ilitoa mafunzo na msaada wa vifaa kwa waasi, ambao wamekuwa wakipigana na serikali ya Burundi kutoka katika kambi huko Jamhuri ya Kidemokrasia ya Congo.

Msemaji wa serikali ya Rwanda Yolande Makolo alikanusha madai hayo, akisema hayana uhusiano kabisa na shambulio hilo.

Burundi ina tatizo na Rwanda, lakini hatuna tatizo na Burundi, ofisi yake ilisema katika taarifa yake.

Tunatoa wito kwa Burundi kutatua matatizo yake ya ndani na kutoihusisha Rwanda na mambo hayo mabaya.

Uhusiano kati ya nchi hizo mbili mara nyingi umekuwa wenye matatizo na Rwanda hapo awali ilikanusha madai ya kuwa inaunga mkono waasi."
"Idadi ya vifo imeongezeka kufuatia kuanguka kwa jengo huko Afrika kusini","Idadi ya vifo kutokana na kuanguka kwa jengo moja nchini Afrika Kusini imepanda hadi 20, mamlaka za manispaa zimesema Jumapili, huku watu 32 wakiwa bado hawajulikani waliko kwa karibu wiki moja baada ya jengo hilo kuanguka.

Timu za uokoaji zimekuwa zikifanya kazi bila kuchoka tangu jengo hilo la ghorofa lililokuwa bado kwenye ujenzi kusini mwa mji wa George lilipoanguka Jumatatu mchana huku wafanyakazi 81 wakiwa kwenye eneo hilo.

Watu 29 wameokolewa wakiwa hai hadi sasa. Siku ya Jumamosi manusura ambao hawakutarajiwa walipatikana baada ya saa 116 kutoka chini ya vifusi vya jengo lililo-poromoka, mamlaka ya manispaa ilisema. Mamlaka za mkoa zilielezea tukio hilo kama miujiza, wakati wakikabiliana na muda katika juhudi za uokoaji."
"Mashambulizi ya kushtukiza ya Russia yamewakimbiza watu 4,000 huko Ukraine","Zaidi ya watu 4,000 wamekimbia kutoka maeneo yanayozunguka mkoa wa kaskazini mashariki mwa Ukraine wa Kharkiv tangu Ijumaa, wakati Russia ilipoanzisha mashambulizi ya kushtukiza, gavana wa eneo hilo alisema Jumapili.

Kwa jumla, watu 4,073 wameondolewa, Oleg Syniehubov aliandika kwenye mitandao yake ya kijamii. Syniehubov amesema mwanamme mwenye miaka 63 aliuawa kwa kupigwa risasi katika kijiji cha Glyboke na pia mtu mwingine mwenye miaka 38 alijeruhiwa katika mji wa mpakani wa Vovchansk wenye wakaazi wapatao 3,000 kabla ya shambulizi la Ijumaa la Russia.

Wakitumia risasi na makombora, vikosi vya Russia vimekuwa vikishambulia miji na vijiji katika eneo hilo. Angalau kitengo kimoja cha Ukraine kimejiondoa kutoka mkoa wa Kharkiv wakati vikosi vya Russia vinachukua udhibiti katika kile kinachoitwa “maeneo ya amani” kwenye mpaka wa Russia."
"Ndege za kivita zikiwa hewani huku moja ikiwa na rubani na nyingine haina","Ndege mbili za kivita za jeshi la anga hivi karibuni zilikaribiana sana katika muingiliano wa kijeshi huko California. Ndege moja ilikuwa ikiendeshwa na rubani. Nyingine haikuwa na rubani.

Ndege hiyo ya pili iliendeshwa na rubani kwa kutumia akili mnemba (AI), huku afisa wa ngazi ya juu sana wa kiraia akiwa ndani ya ndege kwenye kiti cha mbele. Ilionyesha jinsi Jeshi la Anga linavyoweza kusonga mbele katika kuendeleza teknolojia yenye kiini chake cha miaka ya 1950. Lakini ni ishara tu ya teknolojia halisi ambayo bado haijafika.

Marekani inashindana kuendelea kuwa mbele ya China juu ya AI na matumizi yake katika mifumo ya silaha. Mtazamo juu ya AI umeibua wasiwasi wa umma kwamba vita vya baadaye vitahusishwa na mashine ambazo zinachagua na kushambulia malengo bila uingiliaji kati wa moja kwa moja kwa binadamu.

Maafisa wanasema kuwa hilo halitatokea kamwe, walau si kwa upande wa Marekani. Lakini kuna maswali kuhusu kile ambacho adui anaweza kuruhusu, na jeshi halioni njia mbadala isipokuwa kuipatia Marekani uwezo wa haraka."
"Kampuni za China zimeshinda zabuni za kuchunguza mafuta nchini Iraq","Kampuni za China zimeshinda zabuni nne za kuchunguza visima vya mafuta na gesi nchini Iraq, waziri wa mafuta wa Iraq amesema Jumapili wakati nchi hiyo ya Mashariki ya Kati ikiendeleza mzunguko wake wa leseni za gesi ya Hydrocarbon kwa siku ya pili.

Leseni za mafuta na gesi kwa miradi 29 zinalenga kuongeza uzalishaji kwa matumizi ya nyumbani, huku zaidi ya makampuni 20 yakiwa yamepata ufaulu wa awali, yakiwemo makundi kutoka Ulaya, China, Arabuni na Iraq.

Kampuni za China zimekuwa washiriki pekee wa kigeni kushinda zabuni, na kuchukua vitalu tisa vya mafuta na gesi tangu Jumamosi, wakati kampuni ya Kikurdi ya KAR Group ya Iraq ilichukua zabuni mbili.

Hakuna makampuni makubwa ya mafuta ya Marekani, hata baada ya Waziri Mkuu wa Iraq Mohammed Shia kukutana na wawakilishi wa makampuni ya Marekani katika ziara rasmi nchini Marekani mwezi uliopita."
"Idadi ya vifo imeongezeka kutokana na mafuriko nchini Afghanistan","Maafisa wa Afghanistan wamesema idadi ya vifo kutokana na mafuriko ya Ijumaa katika jimbo la Baghlan kaskazini mwa nchi hiyo imeongezeka na kufikia 315, huku zaidi ya watu 1,600 walijeruhiwa.

Wizara inayohusika na wakimbizi ilitangaza vifo vya hivi karibuni kupitia mtandao wa kijamii wa X, ambao zamani ulijulikana kama Twitter. Imesema zaidi ya nyumba 2,600 zimeharibiwa kabisa au kwa sehemu, katika jimbo hilo tangu janga lilipotokea kufuatia mvua kubwa za msimu. Wizara hiyo imesisitiza kuwa inaripoti tathmini ya awali kutoka ofisi yake ya Baghlan, ikisema hasara ya kifedha na kibinadamu inaweza kuongezeka.

Shirika la Mpango wa Chakula Duniani (WFP) limesema Jumapili kuwa maeneo mengi yaliyoathirika katika jimbo hilo hayafikiki kwa malori, na inatumia kila njia mbadala, ikijumuisha punda, ili kuwapatia chakula waathirika ambao walipoteza kila kitu.

Shirika la Kimataifa la Uhamiaji (IOM) lilikubaliana na hasara iliyoripotiwa na mamlaka ya Taliban ya Afghanistan, ikisema idadi ya vifo imevuka 300 na kwamba idadi hiyo inatarajia kuongezeka. Shirika hilo limesema mafuriko hayo yameharibu zaidi ya nyumba 2,000."
"Michael Cohen anatarajiwa kutoa ushahidi Jumatatu dhidi ya Donald Trump","Michael Cohen, ambaye alikutwa na hatia ya kudanganya, na pia wakili wa zamani na muwekaji sawa masuala ya kisiasa wa wakati mmoja kwa Donald Trump, anatarajiwa kutoa ushahidi Jumatatu dhidi ya aliyekuwa rais wa Marekani.

Cohen mwenye miaka 57 alifanya kazi na Trump, mfanyabiashara wa uuzaji nyumba huko New York nchini Marekani tangu mapema miaka ya 2000 kabla ya Trump kuwa mwanasiasa. Cohen aliwahi kujiita “mhuni aliyeandaliwa” wa Trump na alitabiriwa katika ushahidi wa bunge kwamba kwa miaka mingi alikuwa ametoa vitisho 500 kwa watu kwa amri ya Trump.

Trump ambaye hivi karibuni mwaka 2017, ulikuwa mwaka wake wa kwanza wa urais, alimuelezea Cohen kama “mwanasheria mahiri” na “mwanasheria mzuri katika kampuni yake”."
"Tume ya uchaguzi Chad yasema Mahamat Idriss Deby alishinda uchaguzi wa rais","Utawala wa kijeshi wa Chad umekuwa wa kwanza kati ya nchi zilizokumbwa na mapinduzi katika Afrika Magharibi na Kati kurejesha sheria ya kikatiba kupitia sanduku la kura, lakini baadhi ya vyama vya upinzani vimelalamika kilio chao kuhusiana na wizi wa kura.

Huku hali ya wasiwasi ikizidi, idadi kubwa ya vikosi vya usalama vimetumwa kwenye makutano makubwa katika mji mkuu N'Djamena kabla ya kutangazwa kwa matokeo.

Mkuu wa Shirika la Kitaifa la Kusimamia Uchaguzi Ahmed Barticet alisema Deby amepata aslimia 61.3 ya kura bila shida ikiwa ni zaidi ya asilimia 50 inayohitajika ili kuzuia duru ya pili."
"Raia nane wafariki dunia katika shambulio dhidi ya kituo kimoja cha afya mashariki mwa DRC","Shambulio hilo lilitokea katika jimbo la Kivu Kaskazini nchini humo. Wenyeji walisema shambulio hilo lilitokana na wanamgambo wa Allied Democratic Forces, ambao waliahidi uaminifu kwa kundi la Islamic State mwaka 2019.

Kwa sasa tuna idadi ya waliofariki dunia, ikiwa ni pamoja na wagonjwa na mhasibu katika kituo cha afya, kiongozi wa jumuiya ya kiraia katika eneo la Beni Omar Kalisia aliwaambia waandishi wa habari. Kalisia aliongeza kuwa muuguzi mmoja hakuwepo, na nyumba moja ilichomwa moto.

Shambulio hilo la Alhamisi kwenye kituo hicho cha afya linafuatia shambulio la Mei 3 kwenye kambi ya watu waliokimbia makazi yao katika jimbo hilo hilo, na shambulio la Mei 7 katika kijiji kimoja katika jimbo jirani.

Mwishoni mwa 2021, DRC na nchi jirani ya Uganda zilianzisha operesheni ya pamoja ya kijeshi dhidi ya Allied Democratic Forces. Hadi sasa, jitihada hizo hazijafanikiwa."
"Viongozi wa Afrika waweka mkakati wa kuimarisha uzalishaji wa mbolea","Mkutano huo unaofanyka jijini Nairobi unahudhriwa na marais wa nchi tano za Afrika akiwemo Hakainde Hichilema wa Zambia, Emmerson Mnangagwa wa Zimbabwe, Nangolo Mbumba wa Namibia, Dkt Lazarus Chakwera wa Malawi na Faustin-Archange Touadéra wa Jamhuri ya Afrika ya Kati, pamoja na mwenyekiti wa Kamisheni ya Umoja wa Afrika Moussa Faki Mahamat.

Katika mktano huo rais Hichilema wa Zambia amesema inastaajabisha kuwa mataifa mengi ya Afrika bado yanaendelea kuagiza kwa wingi mbolea kutoka mataifa ya nje licha ya uwezo wake wa kujitegemea kuzalisha chakula cha kutosha, na kutoa wito kwa mataifa ya Afrika kufanya biashara kwa pamoja ikiwa ni sehemu ya kuinua uwezo wa nchi husika katika uzalishaji wa chakula.

Rais wa Kenya William Ruto ameeleza kuwa ni sharti Afrika ijitahidi kupata mbolea ya bei nafuu, bora na inayoweza kupatikana kwa urahisi kwa utengenezaji wa ndani ya mataifa ya Afrika, hatua ambayo itaongeza tija na uzalishaj na kufanya Afrika ijitosheleze kwa chajula.

Aidha Ruto amewataka wakuu hao wa nchi kuchuku jukumu la kulibadilisha bara la Afrika kutoka hali ya njaa hadi kuwa kapu la chakula la kimataifa linalojitosheleza.

Hata hivyo Moussa Faki Mahamat, amesema kuwa kuna baadhi ya nchi za Afrika huzalisha mbolea lakini bado Afrika inategemea zaidi mbolea kutoka nje, ambayo ni ghali kwa wakulima , mbali na kuwa Afrika kuwa kituo chake cha ukuzaji wa mbolea nchini Zimbabwelkilichoanzishwa mwaka 1982.

Kongamano hili la siku tatu ambalo limekamilika Alhamisi, baada ya mashauriano ya kujaribu kutafuta njia bunifu, na mikakati ya kukuza ubora wa udongo wenye rotuba na mbolea kwa ajili ya kuboresha kilimo endelevu barani Afrika ili kumaliza njaa, utapiamlo na umaskini, limeafikia kuwa mataifa ya Afrika yatashirikiana katika uwekezaji ili kuendesha sera, fedha, utafiti na maendeleo, masoko, na kujenga uwezo kwa ajili ya mbolea na usimamizi endelevu wa afya ya udongo barani Afrika.

Vile vile, limeafikia kuongeza uzalishaji wa ndani na usambazaji wa mbolea mara tatu, kuhakikisha inawafikia asilimia 70 ya wakulima wadogo katika bara zima na vile vile kuongeza upatikanaji na uwezo wa kumudu mbolea kwa wakulima wadogo, kukuza ufanisi zaidi na matumizi endelevu ya mbolea.

Pia, wadau wamekubaliana kubadili uharibifu wa ardhi na kurejesha afya ya udongo kwa angalau 30% ya udongo ulioharibiwa kufikia 2033.

Na kuhusu ufadhili, wakuu wa nchi za Afrika, wameahidi kutekeleza kikamilifu mfumo wa ufadhili wa mbolea ya Afrika ili kuboresha uzalishaji, ununuzi na usambazaji wake.

Hata hivyo, Dkt Oscar Koech, mtaalam wa kilimo na Mhadhiri katika Chuo Kikuu cha Nairobi, anaeleza kuwa nchi za Afrika zinastahili kuwezesha upatikanaji wa mbolea ya bei nafuu na mifumo ya ukulima inayoendana na ubora wa ardhi ya Afrika kuimarisha uzalishaji wa chakula.

Aidha, Dkt Koech ameeleza kuwa ni lazima pawepo na ufahamu wa aina ya virutubisho vinavyohitajika, na kusambaza kiasi cha mbolea kinachotosheleza mahitaji husika ya wakulima wa Afrika.

Imetayarishwa na Kennedy Wandera, Sauti ya Amerika, Nairobi."
"UNRWA inasema wakimbizi 80,000 wameukimbia mji wa Rafah huko Gaza","Shirika la Umoja wa Mataifa la kuhudumia wakimbizi wa Palestina UNRWA, limesema Alhamisi kuwa takriban watu 80,000 wameukimbia mji wa Rafah tangu Jumatatu wakati Israel ilipozidisha operesheni zake katika eneo la kusini mwa Gaza City.

Madhara kwa familia hizi hayavumiliki. Hakuna mahali salama, UNRWA ilisema kwenye mtandao wa X. Waziri wa mambo ya nje wa Israel, Israel Katz amesema jeshi la nchi yake litaendelea kupambana na Hamas hadi pale litakapowa-angamiza.

Matamshi yake yamekuja siku moja baada ya Rais wa Marekani Joe Biden kusema Marekani haitatoa silaha za mapigano kwa Israel kwa ajili ya matumizi huko Rafah, huku pia ikielezea nia yake ya dhati kuilinda Israel.

Hatua hiyo imefuatia wiki kadhaa za maafisa wa Marekani kuelezea kupinga mipango ya Israel ya kufanya mashambulizi katika eneo la Rafah, huku maafisa wa Israel wakieleza umuhimu wa kufanya operesheni huko ili kufikia malengo ya kuwashinda Hamas na kuwaachia huru mateka waliokuwa wakishikiliwa Gaza."
"Stormy Daniels anaendelea kutoa ushahidi wake dhidi ya Trump","Muigizaji wa filamu za ngono Stormy Daniels anakabiliwa na maswali zaidi leo Alhamisi katika kesi ya Donald Trump mjini New York kuhusu madai yake ya kukutana naye kimapenzi mwaka 2006 na madai kwamba alimlipa dola 130,000 mwaka 2016 ili kukaa kimya kuhusu hilo wakati wapiga kura wakielekea kwenye uchaguzi katika mafanikio yake ya kuwania kuingia White House.

Daniels aliliambia jopo la majaji 12 siku ya Jumanne kwamba anamchukia Trump, anataka rais huyo wa zamani awajibishwe na kupelekwa jela kama atapatikana na hatia. Trump, anakuwa rais wa kwanza wa zamani kukabiliwa na mashtaka ya uhalifu, amekanusha maelezo ya Daniels ya jaribio la usiku mmoja katika ziara yake ya gofu ya watu mashuhuri katika Ziwa Tahoe kwenye jimbo la Nevada na mashtaka yote 34 anayokabiliwa nayo.

Kama atapatikana na hatia, anaweza kuwekwa kwenye kipindi cha uangalizi au kufungwa hadi miaka minne. Anashutumiwa kwa kudanganya rekodi za biashara katika kampuni yake ya Trump kwa mali isiyohamishika ili kuficha malipo ya dola 130,000 kwa Daniels kwa kutuma hundi za kila mwezi mwaka 2017 kwa Michael Cohen, wakili wa zamani wa Trump na mrekebishaji wa masuala yake ya kisiasa ambaye alituma pesa hizo kwa Daniels kutoka kwa mkopo wake wa kibinafsi wa nyumba."
"Ndege ya Air Senegal imepata ajali mjini Dakar","Ndege aina ya Boeing 737 iliyokuwa imebeba watu 85 ilipata ajali kutoka kwenye uwanja wa ndege wa Dakar, mji mkuu wa Senegal, na kuwajeruhi watu 10, waziri wa uchukuzi amesema leo Alhamisi.

Waziri wa uchukuzi wa Senegal, El Malick Ndiaye amesema ndege hiyo ya Air Sénégal inayoendeshwa na TransAir ilikuwa ikielekea Bamako Jumatano jioni ikiwa na abiria 79, marubani wawili na wafanyakazi wanne wa ndege. Waliojeruhiwa walipatiwa matibabu katika hospitali moja ya eneo huku wengine wakipelekwa hotelini kupumzika.

Hakuna maelezo zaidi yaliyopatikana mara moja. Mtandao wa Usalama wa Anga, ambao unafuatilia ajali za ndege, ulichapisha picha za ndege hiyo kwenye mtandao wa X zamani ikijulikana Twitter, ikionyesha ndege ikiendelea kusaidiwa na huduma za kikosi cha zimamoto.

Injini moja ilionekana kuwa imevunjika na bawa pia liliharibiwa, kulingana na picha hizo. ASN ni sehemu ya taasisi ya Usalama wa Ndege, shirika lisilo la kiserikali ambalo linalenga kuboresha usafiri salama wa anga na kufuatilia ajali."
"Maafisa wa Pakistan wanalaumu mauaji ya vinyozi katika jimbo la Punjab","Maafisa katika jimbo la Baluchistan nchini Pakistan wanalaumu mauaji ya alfajiri ya leo kwa vinyozi wasiopungua saba kutoka jimbo la Punjab yakiwahusisha washukiwa waasi wa Baluch.

Tukio hilo limetokea katika mji wa pwani wa Gwadar, ambapo kampuni moja ya China imejenga na kuendesha bandari ya kina kirefu cha maji katika bahari ya Arabia. Hakuna kundi lililodai kuhusika na shambulio hilo la leo Alhamisi.

Makundi ya waasi ya Baluch yaliyopigwa marufuku, ikiwemo Baluch Liberation Army- Jeshi la Ukombozi la Baluch, au BLA yamedai kuhusika na kuwalenga Punjabi na walowezi kutoka sehemu nyingine za Pakistan huko Baluchistan katika siku za nyuma, wakidai walikuwa na uhusiano na vikosi vya usalama vya Pakistan.

Polisi wa Gwadar waliwaambia waandishi wa habari kuwa waathirika, ambao pia ni pamoja na mmoja aliyejeruhiwa, walikuwa wamelala wakati washambuliaji walipovamia makazi yao na kuwarushia risasi kabla ya kutoroka."
"Rais Cyril Ramaphosa aita uhaini tangazo la kampeni ya chama cha upinzani","Tangazo la kampeni lililotolewa siku ya Jumatatu na chama cha Democratic Alliance linatumia bendera inayowaka kama alama ya kile inachosema ni hatari kubwa ya chama tawala cha African National Congress kubakia madarakani katika muungano na vyama vya mrengo wa kushoto.

""Nadhani ni uhaini,"" Ramaphosa aliwaambia waandishi wa habari wakati wa ziara yake katika jimbo la Limpopo. ""Ni kitendo cha kisiasa kibaya zaidi ambacho mtu yeyote anaweza kukitekeleza,"" alisema, akishutumu DA kwa kunajisi ishara ya umoja wa kitaifa.

DA iliyo rafiki kwa wafanyabiashara ilishika nafasi ya pili kwa ukubwa wa kura katika uchaguzi uliopita miaka mitano iliyopita. Uchaguzi wa mwaka huu wa Mei 29 una upinzani mkali, huku kura za maoni zikipendekeza ANC itapoteza wingi wake kwa mara ya kwanza tangu ilipoingia madarakani miaka 30 iliyopita mwishoni mwa ubaguzi wa rangi."
